State,Fac Ex No,Address Main Entrance,Chicago Preservation Code,Property Category,Estimated Net Assignable Area,Year Acquired,Property Graphic,Building Length,Year Leased,Year Removed,Alternate Address,Estimated Total Net Area,Architect,Property Picture,Ext (IFMA) Gross Area,Comments,City Code,Legal Property Description,Sustainability - Certifications,Primary Assigned,Caretaker,Drawing Type,Removal Status,CSM,Building Height,National Register,Site Code,Fac Ex Abbr,Chicago Landmark,Major Renovation,Estimated Net Non-Assignable Area,CL Justification,Height Comments,Occupancy Classification,FICM Gross Area,City,Property Status,Alternate Property Code,Estimated Temporary Occupancy,Property Code,Physical Property Description,NR Justification,Secondary Assigned,Site Gross,Building Use,Property Name,Responsible Unit,PIN Number,Estimated Permanent Occupancy,Year Constructed,Replaced By,url,Building Width
IL,,5532 South Kenwood Avenue,Yellow,Building,"16,917.00",1973,N09_PHOTO.JPG,0.00,,2015,,"20,794.00",,,"24,199.71",,,,,FS,University Facilities Services-Residential Shop,Manual,Sold/Transferred,No,0.00,No,Hyde Park,,No,,"3,877.00",,,,"24,199.71",CHICAGO,Sold/Terminated,,0,N09,,,Unknown,0.20,Residential,Sylvan Arms,Neighborhood Residential Properties,20-14-201-017,65,1923,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=621,0.00
IL,,1642 East 56th Street,Unknown,Building,"4,283.00",,,0.00,,2011,,"4,797.00",,,"5,576.22",,,,,UCH,Other,CAD,Lease Terminated,No,0.00,Unknown,Hyde Park,,Unknown,,514.00,,,,"5,576.22",CHICAGO,Sold/Terminated,,0,N10,,,Unknown,0.00,Patient Care,Windermere Hotel,Chicago Biology and  Medicine,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=622,0.00
IL,,5608 South Stony Island Blvd,None,Building,"50,504.00",1981,N11_PHOTO.JPG,354.00,,,,"71,531.00",John Hocke,,"76,246.42",,,,,Inactive,University Facilities Services-South Shop,CAD,NA,Yes,28.00,No,Hyde Park,,No,1982,"21,027.00",Not listed as of July 2011,,C302,"76,246.42",CHICAGO,Owned,,23,N11,,Not listed as of July 2011,Acad Offices,1.07,Plant/Service,5608 South Stony Island Blvd,University Facilities Services,20-14-213-001 & 002,58,1920,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=623,141.00
IL,,5555 South Woodlawn Avenue,Yellow,Building,"8,931.00",2002,N12_PHOTO.JPG,62.00,,,,"13,974.00",Howard Van Doren Shaw,,"16,811.96",,,,,Univ Relations,University Facilities Services-Hull Court Shop,CAD,NA,Yes,40.00,Yes,Hyde Park,,No,2002,"5,043.00",Listed.,,E100,"16,811.96",CHICAGO,Owned,,25,N12,,"Completed 1922, Architectural Significance.",Unknown,0.36,ADMOffice,Alumni House,University Facilities Services,20-14-200-012-0000,40,1923,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=624,105.00
IL,,5555 South Woodlawn Avenue,Unknown,Parking Lot,0.00,,,0.00,,,,0.00,,,0.00,,,,,FS Parking,Unknown,Manual,NA,Unknown,0.00,Unknown,Hyde Park,,Unknown,,0.00,,,UNK,0.00,CHICAGO,Owned,,0,N13,,,Unknown,0.00,Parking,Alumni Association Parking Lot,University Facilities Services,20-14-200-012-0000,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=625,0.00
IL,,"55th-57th Streets, Woodlawn-Stony Island",Unknown,Grounds,0.00,,,0.00,,,,0.00,,,0.00,,,,,FS,Other,CAD,NA,Yes,0.00,Unknown,Campus,,Unknown,,0.00,,,,0.00,CHICAGO,Owned,,0,NG,,,Unknown,5.78,Non-Building,N Grid Grounds,University Facilities Services,See buildings,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=626,0.00
,,5555 South Woodlawn Avenue,None,Grounds,0.00,,NG01_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,No,Campus,,No,2003,0.00,,,UNK,0.00,,Owned,,0,NG01,,,Unknown,"6,400.00",Non-Building,Kaufmann Garden at Alumni House,Unknown,20-14-200-012-0000,0,1922,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=627,0.00
IL,20,5757 South University Avenue,Orange,Building,"53,969.00",2008,D69_PHOTO.JPG,99.00,,,1164 West 58th Street,"105,245.00",Herbert Hugh Riddle,,"147,221.49",,,,LEED Certified Gold - New Construction,SSD,University Facilities Services-Hull Court Shop,CAD,NA,No,56.00,Unknown,Campus,CTS,No,2012-2014,"51,492.00",Possesses potentially significant architectural  features.,plus 104' to top of tower,C302,"140,390.61",CHICAGO,Owned,D69,"1,269",O36,,"Architectural significance, item #59 on district nomination form",Unknown,0.00,ACADOffice,Saieh Hall for Economics,University Facilities Services,20-14-116-007 & 017,204,1928,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=628,310.00
,,58th & Woodlawn,None,Grounds,0.00,,OG01_PHOTO.JPG,0.00,,,,0.00,Variety,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,No,Campus,,No,,0.00,,,UNK,0.00,,Owned,,0,OG01,,,Unknown,"77,200.00",Non-Building,Woodlawn Streetscape,Unknown,,0,1896,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=629,0.00
IL,54,11030 South Langley Avenue,None,Building,"49,202.00",1964,P01_PHOTO.PNG,414.00,,,,"53,041.00",Enjay Construction Co.; J. Rhines,,"55,105.00",,,,,Press,Other,CAD,NA,Yes,0.00,Unknown,Pullman,PL,No,,"3,839.00",,,H200,"55,105.00",CHICAGO,Owned,,0,P01,,,Unknown,2.34,Other,Press Warehouse,University Facilities Services,25-15-406-034 (031?),0,1964,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=630,169.00
IL,54,11030 South Langley Avenue,None,Building,"75,764.00",1973,P02_PHOTO.PNG,248.00,,,,"75,764.00",,,"76,770.55",,,,,Press,Other,CAD,NA,Yes,0.00,Unknown,Pullman,PL,No,,0.00,,,H200,"76,770.55",CHICAGO,Owned,,0,P02,,,Unknown,2.43,Other,Press Warehouse Addition,University Facilities Services,"25-15-406-034 (010, 035 ?)",0,1973,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=631,307.00
IL,,727 East 110th Street,None,Building,0.00,1996,P03_PHOTO.PNG,190.00,,,,0.00,,,"77,850.51",,,,,Press,Other,CAD,NA,Yes,0.00,Unknown,Pullman,,No,,0.00,,,H200,"77,850.51",CHICAGO,Owned,,0,P03,,,Unknown,2.05,Other,Press WareHouse II,University Facilities Services,25-15-406-017-0000,0,1940,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=632,300.00
IL,,,Unknown,Parking Lot,0.00,,,0.00,,,,0.00,,,0.00,,,,,FS Parking,Other,CAD,NA,Yes,0.00,Unknown,Pullman,,Unknown,,0.00,,,,0.00,CHICAGO,Owned,,0,P04,,,Unknown,0.54,Parking,Press Parking Lot,University Facilities Services,25-15-406-017 & 030,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=633,0.00
IL,,10910 South Langley Avenue,None,Building,"56,465.00",2005,P05_PHOTO.PNG,129.00,,,,"56,465.00",Hicks Architectural Group,,"56,567.15",,,,,Press,Other,CAD,NA,No,0.00,Unknown,Pullman,,No,,0.00,,,H200,"56,567.15",CHICAGO,Owned,,0,P05,,,Unknown,1.31,Other,Press Warehouse III,University Facilities Services,25-15-406-040-0000,0,2000,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=634,200.00
IL,,,Unknown,Grounds,0.00,,,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,CHICAGO,Owned,,0,SG,,,Unknown,217.00,Non-Building,Campus Site & Utilities,Unknown,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=635,0.00
,,,Unknown,Grounds,0.00,1982,SG01_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG01,,,Unknown,0.00,Non-Building,Forecast,Unknown,,0,1982,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=636,0.00
,,,Unknown,Grounds,0.00,,SG02_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Leased,,0,SG02,,,Unknown,0.00,Non-Building,Grande Radar,Unknown,,0,1963,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=637,0.00
,,,Unknown,Grounds,0.00,1985,SG03_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG03,,,Unknown,0.00,Non-Building,Always Excelling,Unknown,,0,1985,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=638,0.00
,,,Unknown,Grounds,0.00,1988,SG04_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG04,,,Unknown,0.00,Non-Building,Bench and Table,Unknown,,0,1988,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=639,0.00
,,,Unknown,Grounds,0.00,,SG05_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Leased,,0,SG05,,,Unknown,0.00,Non-Building,Sky Sentinels,Unknown,,0,1976,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=640,0.00
,,,Unknown,Grounds,0.00,1989,SG06_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG06,,,Unknown,0.00,Non-Building,Truncated Pyramid,Unknown,,0,1989,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=641,0.00
,,,Unknown,Grounds,0.00,1975,SG07_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG07,,,Unknown,0.00,Non-Building,Why,Unknown,,0,1975,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=642,0.00
IL,,5621-5651 South Ellis Avenue,Red,Grounds,0.00,1967,SG08_PHOTO.JPG,0.00,,,,0.00,Henry Moore,,0.00,,,,,Unknown,Other,CAD,NA,Yes,0.00,Yes,Campus,,Yes,1988,0.00,Chicago Landmark,,UNK,0.00,CHICAGO,Operated,,0,SG08,,Possesses Exceptional value in commemorating and illustrating the history of the United States.,Unknown,"8,200.00",Non-Building,Nuclear Energy,Other,20-14-111-001,0,1967,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=643,0.00
,,,Unknown,Grounds,0.00,1969,SG0_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG09,,,Unknown,0.00,Non-Building,"Earth, Water, Sky",Unknown,,0,1969,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=644,0.00
,,,Unknown,Grounds,0.00,1984,SG10_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG10,,,Unknown,0.00,Non-Building,Crystara,Unknown,,0,1984,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=645,0.00
,,,Unknown,Grounds,0.00,1978,SG11_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG11,,,Unknown,0.00,Non-Building,Pulcinella II,Unknown,,0,1978,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=646,0.00
,,,Unknown,Grounds,0.00,1970,SG12_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG12,,,Unknown,0.00,Non-Building,Mother and Child,Unknown,,0,1968,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=647,0.00
,,,Unknown,Grounds,0.00,1973,SG13_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG13,,,Unknown,0.00,Non-Building,Grande Disco,Unknown,,0,1968,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=648,0.00
,,,Unknown,Grounds,0.00,1976,SG14_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG14,,,Unknown,0.00,Non-Building,Black Sphere,Unknown,,0,1976,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=649,0.00
,,,Unknown,Grounds,0.00,1971,SG15_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG15,,,Unknown,0.00,Non-Building,Dialogo,Unknown,,0,1971,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=650,0.00
,,,Orange,Grounds,0.00,1976,SG16_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Operated,,0,SG16,,,Unknown,0.00,Non-Building,Linne,Unknown,,0,1891,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=651,0.00
,,,Unknown,Grounds,0.00,1922,SG17_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Operated,,0,SG17,,,Unknown,0.00,Non-Building,The Fountain of Time,Unknown,,0,1922,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=652,0.00
,,,Unknown,Grounds,0.00,1969,SG18_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG18,,,Unknown,0.00,Non-Building,Shaler Memorial Angel,Unknown,,0,1923,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=653,0.00
,,,Unknown,Grounds,0.00,1964,SG19_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG19,,,Unknown,0.00,Non-Building,Construction in Space and in the Third and Fourth Dimensions,Unknown,,0,1962,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=654,0.00
,,,Unknown,Grounds,0.00,1978,SG20_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG20,,,Unknown,0.00,Non-Building,Diarchy,Unknown,,0,1957,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=655,0.00
,,,Unknown,Grounds,0.00,1974,SG21_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG21,,,Unknown,0.00,Non-Building,Untitled Sculpture,Unknown,,0,1974,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=656,0.00
,,,Unknown,Grounds,0.00,1966,SG22_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG22,,,Unknown,0.00,Non-Building,Untitled Tile Mural,Unknown,,0,1966,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=657,0.00
,,,Unknown,Grounds,0.00,,SG23_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Operated,,0,SG23,,,Unknown,0.00,Non-Building,Tomas Masaryk Monument,Unknown,,0,1949,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=658,0.00
,,,Unknown,Grounds,0.00,1993,SG24_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG24,,,Unknown,0.00,Non-Building,Interlocking,Unknown,,0,1993,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=659,0.00
,,,Unknown,Grounds,0.00,1978,SG25_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG25,,,Unknown,0.00,Non-Building,Pass,Unknown,,0,1978,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=660,0.00
,,,Unknown,Grounds,0.00,2007,SG26_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG26,,,Unknown,0.00,Non-Building,Stone,Unknown,,0,2007,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=661,0.00
,,Stony Island to Cottage Grove between 59th & 60th,Unknown,Grounds,0.00,,SG27_PHOTO.JPG,0.00,,,,0.00,Frederick Law Olmsted,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Yes,Campus,,No,2000,0.00,,,UNK,0.00,,Operated,,0,SG27,,National Park,Unknown,"2,039,000.00",Non-Building,Midway Plaisance,Other,,0,1871,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=662,0.00
,,"Midway Plaisance at Ellis, Woodlawn, & Dorchester",Unknown,Grounds,0.00,2011,SG28_PHOTO.JPG,0.00,,,,0.00,Bauer Latoza and James Carpenter Design Associates,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Yes,Campus,,Unknown,2012,0.00,,,UNK,0.00,,Operated,,0,SG28,,Part of the Jackson Park Historic District and Midway Plaisance,Unknown,"24,600.00",Non-Building,Midway Crossings (Summary),Other,,0,2011,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=663,0.00
,,,Unknown,Grounds,0.00,,SG29_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG29,,,Unknown,0.00,Non-Building,Ellis Avenue Streetscape,Unknown,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=664,0.00
,,,Unknown,Grounds,0.00,,SG30_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG30,,,Unknown,0.00,Non-Building,58th Street Streetscape,Unknown,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=665,0.00
,,,Unknown,Grounds,0.00,,SG31_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG31,,,Unknown,0.00,Non-Building,Campus West Undeveloped Lots,Unknown,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=666,0.00
,,,Unknown,Grounds,0.00,,SG32_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Unknown,Unknown,CAD,NA,Unknown,0.00,Unknown,Campus,,Unknown,,0.00,,,UNK,0.00,,Owned,,0,SG32,,,Unknown,0.00,Non-Building,Campus South Undeveloped Lots,Unknown,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=667,0.00
IL,,1001-21 East 61st Street,Unknown,Building,0.00,,,0.00,,,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Unknown,CAD,Sold/Transferred,No,0.00,Unknown,Washington Park,,Unknown,,0.00,,,,0.00,CHICAGO,Sold/Terminated,,0,W01,,,Unknown,0.00,Residential,1001-21 East 61St Street,Inactive,,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=668,0.00
IL,,344 East Garfield Blvd,Unknown,Vacant Lot,0.00,2008,W03_PHOTO.JPG,0.00,,,344 East 55th Street,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Other,Manual,NA,No,0.00,Unknown,Washington Park,,Unknown,,0.00,,,,0.00,CHICAGO,Owned,,0,W03,,,Unknown,0.28,Commerical,344 Garfield Lot,Commercial Real Estate Operations,20-10-317-003,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=670,0.00
IL,,353 East Garfield Blvd,Unknown,Building,0.00,2008,W04_PHOTO.JPG,0.00,,,353 East 55th Street,0.00,,,"4,000.00",,,,,Commerical Real Estate (CRE),Other,Manual,NA,No,0.00,Unknown,Washington Park,,Unknown,,0.00,,,,"4,000.00",CHICAGO,Owned/Leased to Others,,0,W04,,,Unknown,0.16,Commerical,353 Garfield Building,Commercial Real Estate Operations,20-15-104-012,0,1986,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=671,0.00
IL,,371 East Garfield Blvd,Unknown,Vacant Lot,0.00,2008,W06_PHOTO.JPG,0.00,,,371 East 55th Street,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Other,Manual,NA,No,0.00,Unknown,Washington Park,,Unknown,,0.00,,,,0.00,CHICAGO,Owned,,0,W06,,,Unknown,0.15,Commerical,371 Garfield Lot,Commercial Real Estate Operations,20-15-104-014,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=673,0.00
IL,,323 East Garfield Blvd,Unknown,Building,0.00,2008,W07_PHOTO.JPG,0.00,,,323 East 55th Street,0.00,,,"1,400.00",,,,,Commerical Real Estate (CRE),Other,Manual,NA,No,0.00,Unknown,Washington Park,,Unknown,,0.00,,,,0.00,CHICAGO,Owned,,0,W07,,,Unknown,0.09,Commerical,323 Garfield Building,Commercial Real Estate Operations,20-15-104-005,0,1890,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=674,0.00
IL,,325 East Garfield Blvd,Unknown,Building,0.00,2008,W08_PHOTO.JPG,0.00,,,325 East 55th Street,0.00,,,"2,800.00",,,,,Commerical Real Estate (CRE),Other,Manual,NA,No,0.00,Unknown,Washington Park,,Unknown,,0.00,,,,"2,800.00",CHICAGO,Owned/Leased to Others,,0,W08,,,Unknown,0.15,Commerical,325 Garfield Building,Commercial Real Estate Operations,20-15-104-006,0,1890,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=675,0.00
IL,,331 East Garfield Blvd,Unknown,Vacant Lot,0.00,2008,W09_PHOTO.JPG,0.00,,,331 East 55th Street,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Other,Manual,NA,No,0.00,Unknown,Washington Park,,Unknown,,0.00,,,,0.00,CHICAGO,Owned,,0,W09,,,Unknown,0.15,Commerical,331 Garfield Lot,Commercial Real Estate Operations,20-15-104-007,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=676,0.00
IL,AI,301 East Garfield Blvd,Unknown,Building,"10,451.00",2008,W10_PHOTO.JPG,0.00,,,301 East 55th Street,"13,043.00",,,"15,176.66",,,,,Acad Offices,Other,CAD,NA,No,0.00,Unknown,Washington Park,AI,Unknown,2013,"2,592.00",,,,"15,176.66",CHICAGO,Owned,,0,W10,,,Unknown,0.13,Other,Washington Park Arts Incubator,Commercial Real Estate Operations,20-15-104-001,0,1915,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=677,0.00
IL,,305 East Garfield Blvd,Unknown,Building,0.00,2008,W11_PHOTO.JPG,0.00,,,305 East 55th Street,0.00,,,"4,500.00",,,,,Commerical Real Estate (CRE),Other,Manual,NA,No,0.00,Unknown,Washington Park,,Unknown,,0.00,,,,"4,500.00",CHICAGO,Owned/Leased to Others,,0,W11,,,Unknown,0.15,Commerical,305-307 Garfield Building,Commercial Real Estate Operations,20-15-104-002,0,1915,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=678,0.00
IL,,5526 South King Drive,Unknown,Vacant Lot,0.00,2008,W12_PHOTO.JPG,0.00,,,,0.00,,,0.00,,,,,Commerical Real Estate (CRE),Other,Manual,NA,No,0.00,Unknown,Washington Park,,Unknown,,0.00,,,,0.00,CHICAGO,Owned,,0,W12,,,Unknown,0.10,Commerical,5526 King Drive Lot,Commercial Real Estate Operations,20-15-106-019,0,,,https://collaborate.uchicago.edu/depts/fs/Lists/BuildingsAndProperties/DispForm.aspx?ID=679,0.00
